CUSTOMER_ID,churn_probability,predicted_churn
100000,0.0073580460478478394,0
100001,0.9933164919589909,1
100002,0.005837073095270612,0
100003,0.059700379400086954,0
100004,0.006306595805485449,0
100005,0.00724453936175611,0
100006,0.02992945980587788,0
100007,0.005512963866169926,0
100008,0.012006227519480155,0
100009,0.00911729319808337,0
100010,0.0659497131919381,0
100011,0.004399780065641636,0
100012,0.008586571314633955,0
100013,0.04200442998225447,0
100014,0.007245101935755302,0
100015,0.005208588819515343,0
100016,0.011447399438694673,0
100017,0.008262067607419122,0
100018,0.004064253023352453,0
100019,0.010224341241888245,0
100020,0.01584799920063611,0
100021,0.22627471026196228,0
100022,0.006011760939597746,0
100023,0.008045657873768406,0
100024,0.02815457211134031,0
100025,0.018050619349941222,0
100026,0.006362806099931393,0
100027,0.004669782810377508,0
100028,0.006211970962068104,0
100029,0.9905081131920214,1
100030,0.9933851333698109,1
100031,0.010160392786079624,0
100032,0.012882230957766989,0
100033,0.0066804226944997555,0
100034,0.00987193864825113,0
100035,0.01162403915947783,0
100036,0.007925687576595671,0
100037,0.009538018078790924,0
100038,0.011929637434921224,0
100039,0.00777673966208373,0
100040,0.0125606324931508,0
100041,0.007514873371656978,0
100042,0.01183606726691944,0
100043,0.9969878606922081,1
100044,0.023221841100190703,0
100045,0.006384441812867681,0
100046,0.9912080217473725,1
100047,0.00663670210667084,0
100048,0.027446025242737277,0
100049,0.011126370423651558,0
100050,0.016242729383363238,0
100051,0.014285960826789608,0
100052,0.033071654927694545,0
100053,0.005738161711355635,0
100054,0.0065460002106387345,0
100055,0.008813130656313778,0
100056,0.9952263826102093,1
100057,0.013241041585768802,0
100058,0.0062524254136364504,0
100059,0.006939953770271294,0
100060,0.008671283675045197,0
100061,0.0059734967344382325,0
100062,0.008466615550639812,0
100063,0.007411484375140915,0
100064,0.0066665717783670345,0
100065,0.006809964497876853,0
100066,0.02540431636817852,0
100067,0.012189796309912451,0
100068,0.015305272544042193,0
100069,0.007990621953088925,0
100070,0.007322575399756282,0
100071,0.008878157710412263,0
100072,0.011498595236493341,0
100073,0.01679986760831764,0
100074,0.0126713196226446,0
100075,0.021082118245452922,0
100076,0.03858732092997183,0
100077,0.007786714382896085,0
100078,0.023735025080932642,0
100079,0.010291210682828629,0
100080,0.12826414478781092,0
100081,0.008059197291990464,0
100082,0.00627346467858543,0
100083,0.01966192030837525,0
100084,0.0067701280826306266,0
100085,0.01377155300790601,0
100086,0.005066228115018721,0
100087,0.007006048340336866,0
100088,0.007482180450214871,0
100089,0.9892641987470012,1
100090,0.011617033356679251,0
100091,0.006977574521188476,0
100092,0.008929142527194227,0
100093,0.01540287928448964,0
100094,0.008097561485158286,0
100095,0.016289706472417325,0
100096,0.007191384349773014,0
100097,0.0063346729125642294,0
100098,0.006774299171164995,0
100099,0.008582642209500254,0
100100,0.015113072329040632,0
100101,0.006597106959062985,0
100102,0.008980911439617262,0
100103,0.007541876543288697,0
100104,0.009396520289115955,0
100105,0.9996572153277073,1
100106,0.008636625012368797,0
100107,0.0075719668805558854,0
100108,0.007296169678043422,0
100109,0.010590677279965367,0
100110,0.0045856507089842265,0
100111,0.007001087670000915,0
100112,0.009198370362646046,0
100113,0.00676119007121796,0
100114,0.01143960461222415,0
100115,0.011125689023807943,0
100116,0.00774852754019015,0
100117,0.0059409590943312485,0
100118,0.006085778889583441,0
100119,0.006525150626574469,0
100120,0.01966510196271848,0
100121,0.026770583098672356,0
100122,0.014452803537321089,0
100123,0.988339860874265,1
100124,0.006422857949385469,0
100125,0.007566262349743356,0
100126,0.010720119877550411,0
100127,0.004523133888858027,0
100128,0.020336238343078426,0
100129,0.005983269021224708,0
100130,0.006255838465332997,0
100131,0.019156823155626838,0
100132,0.006459578119663912,0
100133,0.012607848461288538,0
100134,0.0113799560017011,0
100135,0.008185404152326308,0
100136,0.006382654834822164,0
100137,0.004972189062510551,0
100138,0.0091377312708476,0
100139,0.018383888684125698,0
100140,0.007350032810273935,0
100141,0.007634495183717362,0
100142,0.007452402750437352,0
100143,0.0059758293958182065,0
100144,0.9991963158573112,1
100145,0.01263857930607319,0
100146,0.019732394743307055,0
100147,0.0071203265178589265,0
100148,0.010690891582557496,0
100149,0.006238120320773483,0
100150,0.01282572055628426,0
100151,0.006754517583066015,0
100152,0.007356520597459,0
100153,0.007459797785997026,0
100154,0.007868077892728224,0
100155,0.005439114495234438,0
100156,0.006752979365839262,0
100157,0.007437645967363062,0
100158,0.00552759159401271,0
100159,0.007250321539865565,0
100160,0.010997827162751108,0
100161,0.006838167065926057,0
100162,0.009362397936088642,0
100163,0.053682311388634045,0
100164,0.009143406617294144,0
100165,0.1575629504618246,0
100166,0.006884815919742548,0
100167,0.007757966561265847,0
100168,0.015867967582641623,0
100169,0.01704445665084637,0
100170,0.0051610889136326325,0
100171,0.03807904353426823,0
100172,0.009134013025475493,0
100173,0.013469215466293726,0
100174,0.014763036753913402,0
100175,0.011185956932953567,0
100176,0.021046665030128107,0
100177,0.931246543133956,1
100178,0.008744187453040881,0
100179,0.008911004105059997,0
100180,0.9873133351671816,1
100181,0.0069595558547387885,0
100182,0.006864554447164404,0
100183,0.009930495494881146,0
100184,0.010501746746696584,0
100185,0.006232181306198645,0
100186,0.006312666928349107,0
100187,0.01817463332334674,0
100188,0.01562562269111651,0
100189,0.02026273422558537,0
100190,0.007967147818010323,0
100191,0.9891024208653103,1
100192,0.0165960410664588,0
100193,0.007767851963353237,0
100194,0.01297983502078413,0
100195,0.006479571499198385,0
100196,0.006025088269806735,0
100197,0.007381645389456487,0
100198,0.006975365225083951,0
100199,0.007361129902136786,0
100200,0.005652704198690627,0
100201,0.0064078050778206,0
100202,0.007691811153309194,0
100203,0.004988743334317231,0
100204,0.02552145877305436,0
100205,0.007255209742255378,0
100206,0.9871573978638575,1
100207,0.020954931333863752,0
100208,0.005652006102222519,0
100209,0.0099054483869753,0
100210,0.9865311698498298,1
100211,0.0069013874543641975,0
100212,0.016975001715464382,0
100213,0.013150383817155692,0
100214,0.993713253800201,1
100215,0.00651733264091924,0
100216,0.010744024069130538,0
100217,0.007275939638067239,0
100218,0.007186655896700064,0
100219,0.01470808313233035,0
100220,0.026341178031261854,0
100221,0.007640036696386723,0
100222,0.012473409792810435,0
100223,0.9953263865338496,1
100224,0.04656909033611719,0
100225,0.010915883293452699,0
100226,0.9883001410800969,1
100227,0.006667080950881704,0
100228,0.01114579169007985,0
100229,0.013112499856066745,0
100230,0.45043691412983655,0
100231,0.006373265640094597,0
100232,0.011846899506542968,0
100233,0.009725895751775047,0
100234,0.009202514331352218,0
100235,0.992700262458776,1
100236,0.006373163662042428,0
100237,0.007037608109728125,0
100238,0.4979191440867258,0
100239,0.008071570117306337,0
100240,0.010988765256904167,0
100241,0.008744870379903694,0
100242,0.021630974373921058,0
100243,0.0567478491861405,0
100244,0.014307604009903958,0
100245,0.006654392534211403,0
100246,0.005520204333833018,0
100247,0.02432896714081325,0
100248,0.007368871322568643,0
100249,0.00842709762534551,0
100250,0.009588855615358704,0
100251,0.0328835057572686,0
100252,0.013047415640924237,0
100253,0.9867958851327756,1
100254,0.006524590761973834,0
100255,0.16944234675042724,0
100256,0.008460227576929887,0
100257,0.008507872100176478,0
100258,0.12566317274907404,0
100259,0.006175328203043463,0
100260,0.00872739075979131,0
100261,0.010945744227236936,0
100262,0.012372420055416363,0
100263,0.9908378237801109,1
100264,0.06831776082245905,0
100265,0.8888479729432334,1
100266,0.008284748215480227,0
100267,0.012888365061959,0
100268,0.012097613280526014,0
100269,0.008185407622268633,0
